Month,Reported by,Falls within,Easting,Northing,Location,Crime type,Context
2012-03,Cumbria Constabulary,Cumbria Constabulary,325404,547561,On or near Longthwaite Crescent,Vehicle crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,319479,469576,On or near Howard Street,Vehicle crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,300308,528322,On or near Parking Area,Vehicle crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,322624,478496,On or near Tippin'S Lane,Vehicle crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,322366,482574,On or near Park/Open Space,Vehicle crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,297329,518000,On or near Roper Street,Vehicle crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,353535,483546,On or near Petrol Station,Vehicle crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,319634,470000,On or near Dundas Street,Vehicle crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,328944,478482,On or near Hart Street,Vehicle crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,323098,482491,On or near Combe Crescent,Vehicle crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,331451,482472,On or near Sheriff Well Close,Vehicle crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,354289,523132,On or near Hackthorpe Gardens,Vehicle crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,342595,555400,On or near Farlam Drive,Vehicle crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,341898,497933,On or near School Knott Drive,Vehicle crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,351664,491718,On or near West Street,Vehicle crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,338893,557185,On or near Riverbank Court,Vehicle crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,323214,474366,On or near Porter Street,Vehicle crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,325541,548506,On or near Supermarket,Vehicle crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,319777,470007,On or near Elizabethan Way,Vehicle crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,341254,498656,On or near High Street,Vehicle crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,303197,535483,On or near White Croft Court,Vehicle crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,338554,556015,On or near Ruthella Street,Vehicle crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,339712,554584,On or near North Street,Vehicle crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,339143,554630,On or near Prescott Road,Vehicle crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,341988,553621,On or near Hayton Road,Vehicle crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,299641,528694,On or near Gladstone Street,Vehicle crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,319969,468895,On or near Fisher Street,Vehicle crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,336064,550835,On or near Barras Brow,Vehicle crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,322600,535640,On or near Binsey,Vehicle crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,319596,469448,On or near Further/Higher Educational Building,Vehicle crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,325618,547828,On or near Petrol Station,Vehicle crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,340841,555862,On or near Lismore Street,Vehicle crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,320237,468883,On or near Albert Street,Vehicle crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,339386,565850,On or near Cliff Road,Vehicle crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,340807,553553,On or near Scalegate Road,Vehicle crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,342786,556187,On or near Supermarket,Vehicle crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,301157,530975,On or near Hazelgrove,Vehicle crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,327285,484925,On or near A5092,Vehicle crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,366127,522118,On or near The Stack Yard,Vehicle crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,351301,530493,On or near Watson Terrace,Vehicle crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,340740,554562,On or near Robinson Street,Vehicle crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,303260,535971,On or near Ropery Street,Vehicle crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,320070,473496,On or near Scarth Road,Vehicle crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,303833,517226,On or near Kilbride Place,Vehicle crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,304204,536127,On or near Abbotsford Place,Vehicle crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,335860,561815,On or near Blencarn Park,Vehicle crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,346381,484843,On or near A590,Vehicle crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,303047,516579,On or near Lingla Gardens,Vehicle crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,351419,492617,On or near Allhallows Lane,Vehicle crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,303732,536308,On or near Station Street,Vehicle crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,339763,557684,On or near Walden Grove,Vehicle crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,316892,480444,On or near Bay View,Vehicle crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,343798,555495,On or near Park Close,Vehicle crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,346670,524276,On or near B5320,Vehicle crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,319595,471488,On or near Helmsley Drive,Vehicle crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,340424,555910,On or near Spencer Street,Vehicle crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,340514,555514,On or near Tait Street,Vehicle crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,329060,477089,On or near Holly Bank,Vehicle crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,377245,508416,On or near Westgarth Road,Vehicle crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,300340,528233,On or near Chilton Street,Vehicle crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,350859,547026,On or near Park/Open Space,Vehicle crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,301737,531003,On or near Cape Road,Vehicle crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,299842,527007,On or near Needham Drive,Vehicle crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,311548,529648,On or near Petrol Station,Vehicle crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,353401,526643,On or near A6,Vehicle crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,325649,535682,On or near Water Bank,Vehicle crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,340677,555348,On or near Rose Court,Vehicle crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,342589,555876,On or near Auchinleck Drive,Vehicle crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,360823,506450,On or near Petrol Station,Vehicle crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,343000,554609,On or near Eldon Drive,Vehicle crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,339541,557275,On or near Grosvenor Court,Vehicle crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,301804,530643,On or near St Paul'S Avenue,Vehicle crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,307880,541697,On or near B5300,Vehicle crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,320097,470220,On or near Lancaster Street,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,353079,561046,On or near Surgery Lane,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,351653,492718,On or near Kent Street,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,351617,492733,On or near Shopping Area,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,341724,553841,On or near Atkinson Crescent,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,340690,554684,On or near Gloucester Road,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,340239,555688,On or near Citadel Row,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,300523,528561,On or near Jane Street,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,300563,527751,On or near Lorton Avenue,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,340262,553522,On or near Blackwell Place,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,340115,554015,On or near Jubilee Road,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,318256,546094,On or near Storth Brow,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,339024,555895,On or near Port Road,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,320957,469565,On or near Supermarket,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,319624,470454,On or near Cheviot Green,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,319693,469613,On or near Vernon Street,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,300563,528557,On or near Market Place,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,300350,528442,On or near Peter Street,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,317588,480238,On or near Lonsdale Road,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,299899,527512,On or near Woodside,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,297467,518494,On or near Bus/Coach Station,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,340053,553958,On or near Marina Crescent,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,321869,469221,On or near Roose Road,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,341746,554024,On or near Cavaghan Gardens,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,339825,556137,On or near Finkle Street,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,297833,519988,On or near Briscoe Crescent,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,319704,471906,On or near Barnfield Lane,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,303594,517724,On or near Sports/Recreation Area,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,321243,487522,On or near Brade Street,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,296982,517170,On or near Hilltop Road,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,351626,492068,On or near Kirkland,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,300374,527593,On or near Newlands Gardens,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,322578,473821,On or near Church Street,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,337272,555309,On or near Parking Area,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,302679,514511,On or near King Street,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,303606,536457,On or near Furnace Lane,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,320062,469437,On or near Cavendish Street,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,321110,470187,On or near Newbarns Court,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,351400,492135,On or near Buttery Well Road,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,351617,492733,On or near Shopping Area,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,337440,505144,On or near Castle Field,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,339143,554630,On or near Prescott Road,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,340421,555596,On or near Portland Place,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,343921,551755,On or near Petrol Station,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,340801,555765,On or near Hart Street,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,351953,529676,On or near Tyne Field Court,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,300325,516381,On or near Parking Area,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,340532,555749,On or near Portland Square,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,299006,526481,On or near Salterbeck Terrace,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,300007,531152,On or near Shore Side,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,300526,523280,On or near Coronation Crescent,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,306549,535335,On or near A594,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,312091,530622,On or near Station Street,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,351881,491626,On or near Petrol Station,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,319910,469352,On or near Cavendish Street,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,340350,555479,On or near Collier Lane,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,320899,469949,On or near Sports/Recreation Area,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,320899,469949,On or near Sports/Recreation Area,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,322935,474385,On or near Fair View,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,328355,494126,On or near A593,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,339815,496607,On or near Nightclub,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,318014,479664,On or near Sports/Recreation Area,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,340282,555818,On or near Bus/Coach Station,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,312058,530550,On or near South Street,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,340511,555446,On or near William Street,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,340662,554127,On or near Ridley Road,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,342233,555152,On or near Holywell Crescent,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,365567,492154,On or near Highfield Road,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,340282,555818,On or near Bus/Coach Station,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,319910,469352,On or near Cavendish Street,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,340260,555705,On or near The Crescent,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,319181,469958,On or near Walney Road,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,299103,525966,On or near Salterbeck Drive,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,300706,528901,On or near Hall Brow,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,352394,490616,On or near Kirkstone Close,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,328549,478254,On or near Queen Street,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,352244,530706,On or near Horsley Terrace,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,341797,554626,On or near Brunel Way,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,319685,469066,On or near Lawson Street,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,365268,492260,On or near Havera,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,337239,555804,On or near Green Lane,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,319260,469652,On or near Mcclintock Street,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,320331,470332,On or near Brighton Street,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,302210,533910,On or near Lowther Street,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,326509,523502,On or near Conference/Exhibition Centre,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,297543,515775,On or near Gameriggs Road,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,298836,516135,On or near Parking Area,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,299392,527408,On or near Cross Street,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,340692,555242,On or near Blake Street,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,329242,478357,On or near Towers Street,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,340662,554127,On or near Ridley Road,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,341077,555151,On or near Oswald Street,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,314463,479270,On or near Prison,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,297832,515731,On or near Langdale Close,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,302785,514736,On or near Greystone Avenue,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,314463,479270,On or near Prison,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,314463,479270,On or near Prison,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,314463,479270,On or near Prison,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,319182,468707,On or near Earle Street,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,319684,469155,On or near Duncan Street,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,320021,469277,On or near Supermarket,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,350604,494029,On or near High Garth,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,314463,479270,On or near Prison,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,352224,490630,On or near Supermarket,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,319685,469066,On or near Lawson Street,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,330271,477784,On or near Cross Lane Court,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,340560,555510,On or near Parking Area,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,340311,556395,On or near Newark Terrace,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,315414,542068,On or near Brayton Road,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,340095,555709,On or near Supermarket,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,320459,470561,On or near Clarence Road,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,339825,556137,On or near Finkle Street,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,337117,554870,On or near St Edmunds Park,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,300497,522595,On or near Belle Vue Crescent,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,351611,530449,On or near Meeting House Lane,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,350453,530002,On or near Greystoke Close,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,343294,553856,On or near Cherry Lane,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,340628,554581,On or near Clementina Terrace,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,340632,553769,On or near Buchanan Road,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,326053,523943,On or near Petrol Station,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,321455,469700,On or near Dale Bank,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,321069,470062,On or near Lesh Lane,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,319182,468707,On or near Earle Street,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,320202,468890,On or near Brown Street,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,321101,469580,On or near Pypers Croft,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,319576,468054,On or near Siemen'S Street,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,300463,527695,On or near Scawfell Avenue,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,340632,553769,On or near Buchanan Road,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,322694,525682,On or near A66,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,319744,468985,On or near Nightclub,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,319852,472069,On or near Angle Meadow Lane,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,299632,526957,On or near Nilsson Drive,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,299710,527681,On or near Cusack Crescent,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,300374,527593,On or near Newlands Gardens,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,303634,517365,On or near Rydal Street,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,304915,535736,On or near Moorside Drive,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,320021,469277,On or near Supermarket,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,338649,569076,On or near Dukes Wood Road,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,340438,555566,On or near Nightclub,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,340438,555566,On or near Nightclub,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,340438,555566,On or near Nightclub,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,340744,555144,On or near Woodrouffe Terrace,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,340772,555511,On or near Barrock Street,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,340953,555096,On or near David Street,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,351451,493119,On or near Stricklandgate,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,363690,531295,On or near Kirkhill,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,351678,529965,On or near Crown Square,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,340278,555616,On or near English Street,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,303760,535413,On or near Edinburgh Road,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,340287,555794,On or near Nightclub,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,299416,527779,On or near Sports/Recreation Area,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,300648,523358,On or near Parking Area,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,319404,469241,On or near Petrol Station,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,340287,555794,On or near Nightclub,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,307075,536341,On or near Winder Farm Close,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,303654,535817,On or near Peart Road,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,303520,536590,On or near High Street,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,361495,480537,On or near Park/Open Space,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,303409,536505,On or near Well Lane,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,303331,516895,On or near St Paul'S Avenue,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,330295,477910,On or near Kennedy Street,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,321059,470549,On or near Hector Street,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,352740,530111,On or near Helmsley Close,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,323063,474376,On or near Lancaster Street,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,321008,470486,On or near Yew Tree Gardens,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,342214,553802,On or near Highwood Crescent,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,361495,480537,On or near Park/Open Space,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,321786,469704,On or near Flass Meadows,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,337812,555349,On or near Hawthorn Grove,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,340095,555709,On or near Supermarket,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,340602,496929,On or near Helm Close,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,307037,535865,On or near Croft Crescent,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,338900,559749,On or near Supermarket,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,340511,555446,On or near William Street,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,341192,555798,On or near Eldred Street,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,341797,554626,On or near Brunel Way,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,319583,471757,On or near Mill Bank,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,320765,470473,On or near Fairfield Lane,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,320711,468877,On or near Myerscough Street,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,319182,468707,On or near Earle Street,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,321110,470187,On or near Newbarns Court,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,321110,470187,On or near Newbarns Court,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,320711,468877,On or near Myerscough Street,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,319150,468645,On or near Ferry Road,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,297910,515488,On or near Derwentwater Road,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,319685,469066,On or near Lawson Street,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,340229,496976,On or near Low Fold,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,321175,469463,On or near Newbarns Road,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,337641,554109,On or near A595,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,319843,468839,On or near Petrol Station,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,319576,468054,On or near Siemen'S Street,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,318029,468175,On or near Black Butts Lane,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,303347,517303,On or near Griffin Close,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,300706,528901,On or near Hall Brow,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,341446,554593,On or near Petrol Station,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,302701,514549,On or near Princes Street,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,351298,530254,On or near Brunswick Road,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,341539,485983,On or near Tarn Green Road,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,340083,556525,On or near Pedestrian Subway,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,339818,555434,On or near Sheffield Street,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,324087,562090,On or near Scotch Street,Violent crime,
