Month,Reported by,Falls within,Easting,Northing,Location,Crime type,Context
2012-03,Cumbria Constabulary,Cumbria Constabulary,302068,514520,On or near Brierley Road,Criminal damage and Arson,
2012-03,Cumbria Constabulary,Cumbria Constabulary,338130,554565,On or near Stonegarth,Criminal damage and Arson,
2012-03,Cumbria Constabulary,Cumbria Constabulary,324569,548272,On or near Wampool Place,Criminal damage and Arson,
2012-03,Cumbria Constabulary,Cumbria Constabulary,321185,469309,On or near Rochester Place,Criminal damage and Arson,
2012-03,Cumbria Constabulary,Cumbria Constabulary,321185,469309,On or near Rochester Place,Criminal damage and Arson,
2012-03,Cumbria Constabulary,Cumbria Constabulary,320035,469473,On or near Allison Street,Criminal damage and Arson,
2012-03,Cumbria Constabulary,Cumbria Constabulary,348725,533822,On or near Petrol Station,Criminal damage and Arson,
2012-03,Cumbria Constabulary,Cumbria Constabulary,307785,538546,On or near Old Road,Criminal damage and Arson,
2012-03,Cumbria Constabulary,Cumbria Constabulary,299843,530317,On or near Siddick Road,Criminal damage and Arson,
2012-03,Cumbria Constabulary,Cumbria Constabulary,351616,492942,On or near Bus/Coach Station,Criminal damage and Arson,
2012-03,Cumbria Constabulary,Cumbria Constabulary,319872,469710,On or near Dryden Street,Criminal damage and Arson,
2012-03,Cumbria Constabulary,Cumbria Constabulary,340311,556395,On or near Newark Terrace,Criminal damage and Arson,
2012-03,Cumbria Constabulary,Cumbria Constabulary,320076,470353,On or near Bedford Street,Criminal damage and Arson,
2012-03,Cumbria Constabulary,Cumbria Constabulary,300364,511034,On or near Chaucer Avenue,Criminal damage and Arson,
2012-03,Cumbria Constabulary,Cumbria Constabulary,338614,516926,On or near Parking Area,Criminal damage and Arson,
2012-03,Cumbria Constabulary,Cumbria Constabulary,319821,469464,On or near Coulton Street,Criminal damage and Arson,
2012-03,Cumbria Constabulary,Cumbria Constabulary,319688,471753,On or near High White Close,Criminal damage and Arson,
2012-03,Cumbria Constabulary,Cumbria Constabulary,300007,531152,On or near Shore Side,Criminal damage and Arson,
2012-03,Cumbria Constabulary,Cumbria Constabulary,321128,469172,On or near Gloucester Street,Criminal damage and Arson,
2012-03,Cumbria Constabulary,Cumbria Constabulary,337665,555207,On or near Lytham Close,Criminal damage and Arson,
2012-03,Cumbria Constabulary,Cumbria Constabulary,351866,529780,On or near Glasson Court,Criminal damage and Arson,
2012-03,Cumbria Constabulary,Cumbria Constabulary,341154,555308,On or near Sybil Street,Criminal damage and Arson,
2012-03,Cumbria Constabulary,Cumbria Constabulary,351229,491976,On or near Well Ings,Criminal damage and Arson,
2012-03,Cumbria Constabulary,Cumbria Constabulary,340677,555348,On or near Rose Court,Criminal damage and Arson,
2012-03,Cumbria Constabulary,Cumbria Constabulary,299261,526599,On or near Monkhouse Road,Criminal damage and Arson,
2012-03,Cumbria Constabulary,Cumbria Constabulary,351751,529969,On or near Langton Street,Criminal damage and Arson,
2012-03,Cumbria Constabulary,Cumbria Constabulary,352855,490601,On or near Hayclose Road,Criminal damage and Arson,
2012-03,Cumbria Constabulary,Cumbria Constabulary,352342,493892,On or near Appleby Road,Criminal damage and Arson,
2012-03,Cumbria Constabulary,Cumbria Constabulary,351939,493054,On or near Wildman Street,Criminal damage and Arson,
2012-03,Cumbria Constabulary,Cumbria Constabulary,351301,530493,On or near Watson Terrace,Criminal damage and Arson,
2012-03,Cumbria Constabulary,Cumbria Constabulary,350860,494039,On or near Low Garth,Criminal damage and Arson,
2012-03,Cumbria Constabulary,Cumbria Constabulary,341320,555820,On or near Brunton Avenue,Criminal damage and Arson,
2012-03,Cumbria Constabulary,Cumbria Constabulary,339211,555391,On or near Weardale Road,Criminal damage and Arson,
2012-03,Cumbria Constabulary,Cumbria Constabulary,351881,491626,On or near Petrol Station,Criminal damage and Arson,
2012-03,Cumbria Constabulary,Cumbria Constabulary,339211,555391,On or near Weardale Road,Criminal damage and Arson,
2012-03,Cumbria Constabulary,Cumbria Constabulary,339096,555456,On or near Dowbeck Road,Criminal damage and Arson,
2012-03,Cumbria Constabulary,Cumbria Constabulary,328597,478335,On or near Supermarket,Criminal damage and Arson,
2012-03,Cumbria Constabulary,Cumbria Constabulary,345961,504086,On or near Hellwell Lane,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,338017,555472,On or near Lime Grove,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,352838,491778,On or near Birkbeck Close,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,300161,528169,On or near New Grove,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,319733,471900,On or near Greenhill Close,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,379577,485611,On or near Park/Open Space,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,318371,467746,On or near Westminster Avenue,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,304496,535904,On or near Church Terrace,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,317438,469210,On or near Darent Avenue,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,337983,504073,On or near Stone Croft,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,302982,523139,On or near The Avenue,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,297543,515775,On or near Gameriggs Road,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,302589,514816,On or near Lansbury Place,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,338464,556031,On or near Bellgarth Road,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,320006,558575,On or near Solway Drive,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,356096,531856,On or near The Avenue,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,351526,529793,On or near Castle Hill Road,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,341184,554905,On or near Trevor Street,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,341066,553509,On or near Upperby Court,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,320861,469303,On or near Suffolk Street,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,351432,492387,On or near Theatre/Concert Hall,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,351534,492308,On or near Parking Area,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,297428,518399,On or near Gregg'S Lane,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,300230,528766,On or near Upton Street,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,351534,492308,On or near Parking Area,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,313491,544676,On or near B5301,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,319355,469494,On or near Sports/Recreation Area,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,360823,506450,On or near Petrol Station,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,352182,494587,On or near Fell View Trading Park,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,319969,468895,On or near Fisher Street,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,296842,516103,On or near Parking Area,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,352122,492935,On or near Castle Garth,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,299351,526075,On or near Coronation Drive,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,321247,469727,On or near Bridgegate Lane,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,311107,553819,On or near Waver Court,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,332242,558955,On or near Station Road,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,326618,523366,On or near Poplar Street,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,339829,555097,On or near East Nelson Street,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,320028,469118,On or near Parking Area,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,344035,479272,On or near Park/Open Space,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,297062,512332,On or near Wood Lane,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,336943,486365,On or near The Colonnade,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,341278,555994,On or near Sports/Recreation Area,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,352182,494587,On or near Fell View Trading Park,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,319877,469386,On or near Scott Street,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,341278,555994,On or near Sports/Recreation Area,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,299535,525426,On or near Hollins Close,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,338146,555019,On or near Wyvern Close,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,299240,529005,On or near Marsh Street,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,341278,555994,On or near Sports/Recreation Area,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,339867,556121,On or near Theatre/Concert Hall,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,340072,555031,On or near Rome Street,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,303822,517154,On or near Dyke Nook,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,340278,555616,On or near English Street,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,338185,555956,On or near Flat Lane,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,321179,471847,On or near Hospital,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,317905,467598,On or near Cumbria View,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,338031,554870,On or near Petrol Station,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,319825,469292,On or near William Street,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,324785,529859,On or near Park/Open Space,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,327285,484925,On or near A5092,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,317914,468553,On or near Weymouth Street,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,337481,504322,On or near Compston Road,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,328684,478238,On or near Cross Street,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,337841,568717,On or near Bank Street,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,340642,477790,On or near Albert Road,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,342293,554476,On or near Supermarket,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,346607,546154,On or near High Bell Garth,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,352933,492127,On or near Park Side Road,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,341724,553841,On or near Atkinson Crescent,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,301039,511342,On or near Station Close,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,319689,471125,On or near Cedar Road,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,340847,555894,On or near Aglionby Street,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,338702,555025,On or near Dunmail Drive,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,328510,477441,On or near The Crest,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,338900,559749,On or near Supermarket,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,351364,492752,On or near Parking Area,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,351364,492752,On or near Parking Area,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,351140,491909,On or near Echo Barn Hill,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,340807,553553,On or near Scalegate Road,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,318233,468677,On or near Central Drive,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,299210,528515,On or near Supermarket,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,297644,518046,On or near Temple Terrace,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,352887,561165,On or near Manor Gardens,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,333227,508101,On or near Easedale Road,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,322141,524438,On or near Parking Area,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,303822,517154,On or near Dyke Nook,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,300415,528590,On or near Jane Street,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,299977,528208,On or near Bird Street,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,324087,562090,On or near Scotch Street,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,303487,536382,On or near George Street,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,299843,530317,On or near Siddick Road,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,338759,495375,On or near Parking Area,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,320113,469327,On or near Robert Street,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,321476,469643,On or near Brow Avenue,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,351902,529685,On or near Petrol Station,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,301965,530344,On or near Beech Grove,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,320668,560620,On or near Park/Open Space,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,326563,523647,On or near Stanger Street,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,326619,523195,On or near Pedestrian Subway,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,335522,552175,On or near A595,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,303723,500974,On or near South Parade,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,352182,494587,On or near Fell View Trading Park,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,369590,516878,On or near Mill Lane,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,352012,491915,On or near Parkside Crescent,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,339362,559522,On or near Parkhouse Road,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,339903,554478,On or near Maryport Court,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,351709,579494,On or near Park/Open Space,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,339842,555996,On or near Paternoster Row,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,337656,554343,On or near Haycock Lane,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,346670,524276,On or near B5320,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,337117,554870,On or near St Edmunds Park,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,330119,479653,On or near Petrol Station,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,329364,478613,On or near Canal Street,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,319940,470106,On or near West Gate Road,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,302487,533442,On or near Beckside,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,299152,525900,On or near Jackson Road,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,299103,525966,On or near Salterbeck Drive,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,297849,515409,On or near Borrowdale Road,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,332724,559307,On or near Milton Lane,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,336545,506369,On or near Conference/Exhibition Centre,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,339175,555165,On or near Langdale Road,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,302982,523139,On or near The Avenue,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,351836,492949,On or near Stramongate,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,339389,555361,On or near Pugin Street,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,338347,554226,On or near Barras Close,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,319521,470096,On or near Granville Street,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,340239,555688,On or near Citadel Row,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,319825,469292,On or near William Street,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,311680,530399,On or near Walker Croft,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,328954,555484,On or near Park/Open Space,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,319810,469350,On or near Cartmel Crescent,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,318095,470174,On or near Combe View,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,327189,523702,On or near Brundholme Gardens,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,340484,556110,On or near Further/Higher Educational Building,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,327189,523702,On or near Brundholme Gardens,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,340997,555030,On or near St Cuthbert'S Street,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,297302,518267,On or near Strand Street,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,351534,492308,On or near Parking Area,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,341753,555546,On or near Whimbrel Drive,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,341765,497801,On or near Lane Head,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,340927,555491,On or near Fusehill Street,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,340070,557177,On or near Mulcaster Crescent,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,339847,555009,On or near Graham Street,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,338900,559749,On or near Supermarket,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,326509,523502,On or near Conference/Exhibition Centre,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,297658,518155,On or near Michael Street,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,300102,528528,On or near Vulcan'S Lane,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,302355,534036,On or near School Drive,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,318865,469744,On or near Bessamer Way,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,350886,529965,On or near Balmoral Close,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,358087,525253,On or near Moss Road,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,319810,469350,On or near Cartmel Crescent,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,340170,556087,On or near Parking Area,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,301901,514839,On or near Montreal Avenue,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,300755,510535,On or near Hagget End Close,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,319047,469672,On or near Ashburner Way,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,340858,555118,On or near London Road,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,318157,468577,On or near Broadstairs Lane,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,300766,528536,On or near Carlton Road,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,352023,492927,On or near Castle Crescent,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,345516,478626,On or near Back Lane,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,344503,550811,On or near Parking Area,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,341988,553621,On or near Hayton Road,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,341888,480321,On or near Dixon Wood Close,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,340353,554054,On or near Ridley Place,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,297654,518417,On or near High Street,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,297654,518417,On or near High Street,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,311848,530379,On or near Parking Area,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,327379,477419,On or near Ulverston Road,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,320999,469277,On or near Brook Street,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,320642,469300,On or near Mardale Grove,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,323370,523752,On or near Longcroft,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,320653,469878,On or near Park Drive,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,320358,471056,On or near Thornfield Park,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,341077,555151,On or near Oswald Street,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,361348,526779,On or near Petrol Station,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,347786,557256,On or near Rosebank Close,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,299884,530086,On or near Petrol Station,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,351626,492068,On or near Kirkland,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,366397,524783,On or near Sports/Recreation Area,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,297437,518319,On or near Senhouse Street,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,340356,554182,On or near Boston Avenue,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,373284,520541,On or near Leagarth Lane,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,339877,556029,On or near Castle Street,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,299977,528208,On or near Bird Street,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,364063,527332,On or near Maiden Way,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,297183,516188,On or near Woodhouse Road,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,342921,554640,On or near Brantwood Avenue,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,297525,515967,On or near Bowness Road,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,303381,516809,On or near Petrol Station,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,299302,516707,On or near Ullswater Avenue,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,300340,528233,On or near Chilton Street,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,297411,518338,On or near Hicks Lane,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,351902,529685,On or near Petrol Station,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,340464,554201,On or near Maitland Street,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,351028,530224,On or near James Street,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,338027,554303,On or near Westrigg Road,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,299579,528826,On or near Belle Isle Street,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,300533,523674,On or near Sports/Recreation Area,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,351330,523615,On or near Helton Road,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,298923,516942,On or near Williamson'S Lane,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,337975,554416,On or near Castlerigg Drive,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,316900,480386,On or near Kingsland Road,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,320436,468951,On or near Smeaton Street,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,369590,516878,On or near Mill Lane,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,298836,516135,On or near Parking Area,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,358087,525253,On or near Moss Road,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,326781,523455,On or near Station Street,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,302443,533495,On or near Allanby Close,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,323916,477692,On or near Moor Road,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,300504,510187,On or near Westfield Drive,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,315511,519822,On or near Park/Open Space,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,347712,562663,On or near Dale View,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,319969,468895,On or near Fisher Street,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,338347,554226,On or near Barras Close,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,351784,493137,On or near Beezon Road,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,302056,515373,On or near Henry Street,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,306862,503481,On or near Hallbeck Place,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,303822,517154,On or near Dyke Nook,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,351491,492525,On or near Supermarket,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,339702,555090,On or near Morley Street,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,357538,507973,On or near Park/Open Space,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,351651,530241,On or near Market Court,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,342624,554693,On or near Pennine Way,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,340690,554684,On or near Gloucester Road,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,338905,554564,On or near Dalston Road,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,325444,522838,On or near Ferry Terminal,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,346599,492237,On or near Jinny Hill,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,351590,530259,On or near Burrowgate,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,320566,469460,On or near Fife Street,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,303822,517154,On or near Dyke Nook,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,302960,514823,On or near A5086,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,297435,518073,On or near Lowther Street,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,319693,469613,On or near Vernon Street,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,336202,502379,On or near B5286,Other Theft,
